Date,Open,High,Low,Close,Volume
6/10/05,93.017,93.0735,92.2886,92.7289,47313638
6/13/05,92.5451,93.4095,92.4437,93.0353,64161616
6/14/05,92.931,93.5205,92.8782,93.2497,44069738
6/15/05,93.4833,93.5386,92.7573,93.4192,69849454
6/16/05,93.4192,93.8527,93.2955,93.6622,60481961
6/17/05,93.778,94.0575,92.9598,93.6525,69674611
6/20/05,93.4095,94.0105,93.3052,93.6622,54743056
6/21/05,93.7494,93.8621,93.3711,93.7309,51922987
6/22/05,93.8813,94.0766,93.4095,93.8056,60507627
6/23/05,93.6144,93.8153,92.463,92.481,81419546
6/24/05,92.5002,92.5987,91.6981,91.7987,76717789
6/27/05,91.789,92.1394,91.6254,91.9375,66314322
6/28/05,92.1298,92.7672,92.1107,92.6812,55236612
6/29/05,92.8698,92.8868,92.3969,92.463,55809757
6/30/05,92.7483,92.8324,91.7708,91.9566,80752313
7/1/05,92.1662,92.4351,91.9843,92.2321,64528799
7/5/05,92.1479,93.0735,91.9651,92.9598,66817081
7/6/05,92.8868,93.0735,92.1394,92.195,70081196
7/7/05,91.2597,92.5549,91.2504,92.5549,133847627
7/8/05,92.5719,93.6144,92.3586,93.6144,83664926
7/11/05,93.6237,94.1893,93.6047,94.0766,64510392
7/12/05,94.0479,94.6211,93.8527,94.3186,67617812
7/13/05,94.3283,94.5359,94.1141,94.4605,53526269
7/14/05,94.8489,95.2317,94.5081,94.8489,83956810
7/15/05,94.7456,94.9255,94.3943,94.7819,72760901
7/18/05,94.5167,94.6211,94.1512,94.3855,73693063
7/19/05,94.6882,94.9646,94.442,94.9064,77137207
7/20/05,94.5933,95.4517,94.3378,95.2317,90220508
7/21/05,95.3178,95.3656,94.489,94.6977,130638853
7/22/05,94.8203,95.3276,94.6211,95.3178,72497401
7/25/05,95.2032,95.6241,94.7916,95.0413,74654387
7/26/05,95.0701,95.3178,94.4041,95.1743,55541585
7/27/05,95.2891,95.5763,94.9255,95.5096,58666374
7/28/05,95.6626,96.1793,95.3848,96.122,62794999
7/29/05,95.9975,96.1699,95.2891,95.4614,80939598
8/1/05,95.5475,95.7007,95.2414,95.3943,55656294
8/2/05,95.5668,96.1505,95.4614,95.9878,59936952
8/3/05,95.8729,96.2757,95.7678,96.256,48213913
8/4/05,95.8539,95.9113,95.337,95.4517,66159563
8/5/05,95.2414,95.6528,94.6594,94.8203,69617710
8/8/05,95.0222,95.2032,94.4135,94.6404,62526702
8/9/05,94.9351,95.3563,94.8106,95.1935,61596618
8/10/05,95.5382,96.0739,94.7733,95.1648,94769722
8/11/05,95.1075,95.6912,94.8967,95.5382,76325197
8/12/05,95.337,95.4232,94.7169,94.9351,71045628
8/15/05,95.0701,95.5668,94.7819,95.5382,46957078
8/16/05,95.2317,95.3083,94.1801,94.2842,93673080
8/17/05,94.2651,94.8106,94.1426,94.2748,81024622
8/18/05,94.1512,94.5742,94.0105,94.2651,69401776
8/19/05,94.6211,94.7733,94.2748,94.489,51787026
8/22/05,94.5839,95.0701,94.0383,94.489,90662870
8/23/05,94.5167,94.602,93.4735,94.3093,73570968
8/24/05,94.0766,94.7073,93.4192,93.4735,102573449
8/25/05,93.6431,93.8716,93.5301,93.8153,46202873
8/26/05,93.7309,93.7396,93.1023,93.1749,80310082
8/29/05,92.95,93.9578,92.8782,93.8813,72846444
8/30/05,93.5473,93.5952,92.8868,93.3903,96333211
8/31/05,93.511,94.6499,93.1577,94.5839,133525414
9/1/05,94.5265,95.0032,94.0766,94.5081,96667869
9/2/05,94.7916,94.8203,94.1512,94.3283,61770555
9/6/05,94.6499,95.5188,94.6404,95.4327,74213319
9/7/05,95.3848,95.7774,95.251,95.5859,54141145
9/8/05,95.4041,95.6626,95.1456,95.2891,50644504
9/9/05,95.5475,96.2757,95.5188,96.1505,57175720
9/12/05,96.0356,96.2082,95.8825,95.9495,42810053
9/13/05,95.7581,96.007,95.3083,95.4041,75795606
9/14/05,95.4712,95.5954,94.9064,95.0604,71540874
9/15/05,95.2988,95.3943,94.8394,95.0032,95466765
9/16/05,95.0509,95.4614,94.8106,95.2891,97773183
9/19/05,95.2605,95.3178,94.6306,94.9552,69181180
9/20/05,95.0604,95.3656,94.0287,94.1512,110175645
9/21/05,93.9675,94.0287,93.1845,93.2955,122503575
9/22/05,93.3052,93.8716,92.9222,93.6334,109657329
9/23/05,93.5386,94.0479,93.2861,93.7031,76949791
9/26/05,94.1141,94.3093,93.4095,93.8056,91280078
9/27/05,93.7683,94.1141,93.3617,93.7874,85746085
9/28/05,94.0669,94.2086,93.5205,93.8716,76093713
9/29/05,93.7874,94.801,93.4095,94.6499,86381438
9/30/05,94.6116,94.9255,94.4794,94.9255,61989726
10/3/05,94.8679,95.1743,94.4794,94.602,66123921
10/4/05,94.7456,94.916,93.4833,93.5301,78783522
10/5/05,93.5855,93.6047,92.2706,92.307,137472971
10/6/05,92.307,92.7853,91.1757,91.9749,183032972
10/7/05,92.3499,92.616,91.9192,92.2886,98069223
10/10/05,92.3413,92.3499,91.2597,91.497,68279479
10/11/05,91.8072,92.1203,91.277,91.3795,98044849
10/12/05,91.342,91.9192,90.5813,90.6635,130292275
10/13/05,90.6635,91.1134,90.1839,90.6001,128413310
10/14/05,91.1392,91.6715,90.6905,91.5498,114911881
10/17/05,91.634,92.0264,91.3956,91.9,89396187
10/18/05,91.7797,91.7797,90.8732,90.8904,97234528
10/19/05,90.6905,92.4351,90.3666,92.4159,151096487
10/20/05,92.2044,92.4437,90.5027,90.7897,171238654
10/21/05,91.2022,91.6435,90.6721,91.1479,125179125
10/24/05,91.3872,92.6535,91.3613,92.5633,93813319
10/25/05,92.3586,92.7672,91.7613,92.3586,99874829
10/26/05,92.2706,92.9978,91.9651,92.1107,107185396
10/27/05,91.9749,92.1107,90.9822,91.1221,88517161
10/28/05,91.3795,92.5549,91.1221,92.4351,94563893
10/31/05,92.8132,93.5952,92.6715,92.6715,103887186
11/1/05,93.0353,93.2861,92.7483,92.9598,86834554
11/2/05,92.8324,93.9387,92.6715,93.9387,96807464
11/3/05,94.2277,94.6499,93.9387,94.3283,110044865
11/4/05,94.4327,94.4794,93.7874,94.1991,76673066
11/7/05,94.4327,94.6116,94.0105,94.2996,60613648
11/8/05,94.0862,94.4517,93.9675,94.2996,54640277
11/9/05,94.1704,94.8586,94.0192,94.4229,74754188
11/10/05,94.3763,95.3083,93.9387,95.1743,102584601
11/11/05,95.1838,95.5475,95.1168,95.4807,45192558
11/14/05,95.4997,95.6817,95.1935,95.4232,58448502
11/15/05,95.4137,95.7486,94.801,95.0786,90200026
11/16/05,95.1838,95.3178,94.8777,95.2798,66275828
11/17/05,95.4712,96.189,94.9933,96.1793,72219126
11/18/05,96.486,97.0026,95.9306,96.5619,93888498
11/21/05,96.5812,97.0888,96.4475,97.0026,64837276
11/22/05,96.8592,97.6065,96.7625,97.4233,86113272
11/23/05,97.3768,98.3313,97.3378,98.0278,65915892
11/25/05,97.9786,98.2,97.8363,98.1117,19791566
11/28/05,98.2185,98.2382,97.1838,97.3572,70658228
11/29/05,97.7102,97.9786,97.2312,97.2312,67156923
11/30/05,97.1838,97.6065,96.6962,96.7625,72684299
12/1/05,97.1656,98.0278,97.1468,97.7492,84928245
12/2/05,97.7492,98.0636,97.5868,97.8725,60560247
12/5/05,97.7004,97.7786,97.309,97.652,76947461
12/6/05,97.8919,98.5607,97.6911,97.8449,75101540
12/7/05,97.8165,97.8919,96.9538,97.2218,86618494
12/8/05,97.2896,97.8449,96.8014,97.1557,81148143
12/9/05,97.3283,97.807,97.05,97.4419,65774492
12/12/05,97.7589,97.8819,97.1276,97.548,62724095
12/13/05,97.5003,98.5331,97.4137,98.2665,114909680
12/14/05,98.1705,98.8293,98.1214,98.6296,83439014
12/15/05,98.6591,98.7633,98.1607,98.3608,72464998
12/16/05,98.2382,98.3127,97.4711,97.4711,59930982
12/19/05,97.7786,97.8919,96.9538,96.9634,63277152
12/20/05,97.0598,97.3475,96.8014,97.05,60405364
12/21/05,97.2992,97.7971,97.0404,97.1739,67147328
12/22/05,97.4808,97.7492,97.2218,97.7492,41800255
12/23/05,97.8165,97.8819,97.5198,97.7971,36261596
12/27/05,97.9212,98.047,96.7531,96.8014,57683148
12/28/05,96.9927,97.1557,96.8206,97.0026,39874494
12/29/05,96.9735,97.1276,96.5044,96.6196,42816918
12/30/05,96.313,96.5044,95.9594,96.0739,57866674
1/3/06,96.6962,97.9986,95.9878,97.7589,95132758
1/4/06,97.8819,98.3999,97.7589,98.2568,67715027
1/5/06,98.1509,98.4769,97.8919,98.3127,61324692
1/6/06,98.5331,99.1938,98.3029,99.0778,81517664
1/9/06,99.0505,99.5686,99.0219,99.3463,56428390
1/10/06,99.0119,99.501,98.946,99.4423,58280000
1/11/06,99.5298,99.8547,99.3196,99.7779,64297448
1/12/06,99.5784,99.749,99.0778,99.3652,52525154
1/13/06,99.2235,99.4423,98.8886,99.2809,58149750
1/17/06,98.8886,99.0605,98.6296,98.9843,67642052
1/18/06,98.2185,98.9173,98.1412,98.6395,97398749
1/19/06,98.8293,99.3463,98.6296,98.9647,101197116
1/20/06,98.8007,98.9647,97.1375,97.1375,149463008
1/23/06,97.3941,97.8449,97.2702,97.5198,86973629
1/24/06,97.7199,98.1313,97.5198,97.6337,68714974
1/25/06,98.0374,98.1607,97.05,97.7199,113796839
1/26/06,98.2382,98.5233,97.7971,98.3029,92503994
1/27/06,98.4584,99.2622,98.3705,99.1561,85277028
1/30/06,99.1076,99.3747,99.0023,99.0778,43698536
1/31/06,98.9746,99.1561,98.3999,98.4098,94811841
2/1/06,98.7633,99.069,98.5429,99.0309,82387607
2/2/06,98.7919,98.8589,97.8264,97.9112,108391683
2/3/06,98.2,99.0309,97.2798,97.3941,111522565
2/6/06,97.5382,97.8264,97.2992,97.6717,58992996
2/7/06,97.4233,97.7199,96.7625,96.8014,92322796
2/8/06,97.0694,97.807,96.8881,97.6814,77024576
2/9/06,97.8725,98.4859,97.4808,97.5101,80392123
2/10/06,97.5198,98.1117,96.7916,97.7004,83611785
2/13/06,97.652,97.8165,97.1178,97.5101,67810159
2/14/06,97.548,98.783,97.3187,98.5706,117939720
2/15/06,98.5331,98.9746,98.2097,98.8886,110782869
2/16/06,98.8886,99.6907,98.8689,99.652,79108589
2/17/06,99.5874,99.652,99.1938,99.3747,52292637
2/21/06,99.6162,99.8348,98.9547,99.1165,60219760
2/22/06,99.3463,100.026,99.2532,99.739,54877464
2/23/06,99.739,100.016,98.9547,99.5784,56322368
2/24/06,99.5784,99.8946,99.3463,99.8348,47676807
2/27/06,99.8348,100.342,99.749,99.8746,46564096
2/28/06,99.9125,100.239,98.8491,98.9173,96433659
3/1/06,99.2711,99.9046,99.1264,99.8268,63078715
3/2/06,99.4423,99.8447,99.2136,99.8168,78610106
3/3/06,99.2909,100.371,99.2532,99.3463,95174236
3/6/06,99.5784,99.6609,98.6591,98.8689,74499497
3/7/06,98.6296,98.8007,98.3215,98.7434,80084294
3/8/06,98.5046,99.0778,98.1607,98.9271,86485129
3/9/06,98.9547,99.2809,98.3127,98.3127,73338963
3/10/06,98.6099,99.3936,98.3608,99.2038,78406488
3/13/06,99.3936,99.652,99.1561,99.3936,59279565
3/14/06,99.3463,100.497,99.2136,100.458,90576548
3/15/06,100.448,100.935,100.19,100.861,69233416
3/16/06,100.973,101.424,100.916,101.091,86951336
3/17/06,100.833,100.973,100.584,100.774,61290734
3/20/06,100.833,100.973,100.487,100.609,59047429
3/21/06,100.467,101.051,99.8647,99.9773,113299914
3/22/06,99.9225,100.676,99.8647,100.584,66894974
3/23/06,100.497,100.592,100.036,100.409,60715784
3/24/06,100.303,100.735,100.103,100.487,56012204
3/27/06,100.332,100.526,100.103,100.322,42161608
3/28/06,100.257,100.696,99.5586,99.7012,106396193
3/29/06,99.8946,100.666,99.758,100.332,79758847
3/30/06,100.409,101.041,99.9424,100.152,91471253
3/31/06,100.322,100.497,99.8268,100.181,81558488
4/3/06,100.371,100.943,99.9046,100.093,79881068
4/4/06,100.084,100.842,99.8168,100.725,71042006
4/5/06,100.774,101.28,100.584,101.071,65598607
4/6/06,100.925,101.242,100.467,100.943,75059678
4/7/06,101.119,101.375,99.8068,99.9325,103933850
4/10/06,100.074,100.381,99.7291,100.103,53843038
4/11/06,100.19,100.361,98.9361,99.2433,94365332
4/12/06,99.3463,99.6262,99.2136,99.4324,55800810
4/13/06,99.2038,99.7201,98.9647,99.3009,66201557
4/17/06,99.3553,99.7779,98.783,99.2622,83174348
4/18/06,99.4722,101.003,99.3936,100.833,120128851
4/19/06,100.842,101.128,100.497,101.013,113118587
4/20/06,101.061,101.741,100.764,101.176,111496506
4/21/06,101.642,101.691,100.774,101.194,93785844
4/24/06,100.993,101.128,100.584,100.983,68108390
4/25/06,101.101,101.167,100.249,100.575,109341339
4/26/06,100.666,101.185,100.536,100.599,87186063
4/27/06,100.229,101.56,99.9773,101.091,161504881
4/28/06,100.879,101.661,100.842,101.424,72394229
5/1/06,101.424,101.701,100.546,100.599,84274357
5/2/06,101.071,101.414,100.852,101.366,63628137
5/3/06,101.252,101.309,100.637,100.963,78835755
5/4/06,101.128,101.55,100.565,101.349,55651374
5/5/06,101.891,102.468,101.731,102.248,81127665
5/8/06,102.248,102.458,102.132,102.132,38906693
5/9/06,102.189,102.458,102.113,102.333,38709816
5/10/06,102.18,102.458,101.771,102.277,83487359
5/11/06,102.248,102.277,100.686,101.013,104542757
5/12/06,100.647,100.842,99.6709,99.7101,118900132
5/15/06,99.3553,100.103,99.2136,99.9125,108936691
5/16/06,100.113,100.303,99.5208,99.7779,80537027
5/17/06,99.2711,99.5974,97.7971,97.8725,187662799
5/18/06,98.3127,98.5706,97.2507,97.3378,113976998
5/19/06,97.8919,98.3999,97.0404,98.0833,161165304
5/22/06,97.404,98.1509,96.8206,97.2702,143713600
5/23/06,98.1607,98.5046,96.6006,96.6006,119250339
5/24/06,96.9538,97.9018,96.2839,97.2992,218271038
5/25/06,97.9212,98.5528,97.5295,98.5528,102382927
5/26/06,98.7633,99.0219,98.4195,99.0219,81644294
5/30/06,98.7434,98.7633,97.1938,97.2411,93900417
5/31/06,97.652,98.4195,97.3283,98.4195,112676741
6/1/06,98.3127,99.4622,98.2382,99.3196,95571361
6/2/06,99.7201,99.8547,98.9746,99.5108,118859048
6/5/06,99.3553,99.4135,97.7971,98.1019,111652564
6/6/06,98.1902,98.3127,97.0026,97.8363,169637052
6/7/06,97.9212,98.5046,97.0307,97.0598,140910248
6/8/06,96.8688,97.5868,95.5668,97.0026,265665943
6/9/06,97.4711,97.9593,96.6962,96.7433,123101212
6/12/06,97.0694,97.1083,95.5382,95.6626,124280018
6/13/06,95.4997,96.3417,94.5647,94.5647,240689813
6/14/06,94.7819,95.3848,94.3763,95.2891,212132151
6/15/06,95.5954,97.4711,95.5573,97.2605,174279063
6/16/06,96.6196,96.8592,96.0356,96.189,122180841
6/19/06,96.7625,96.8014,95.3178,95.4137,124197848
6/20/06,95.672,96.313,95.4517,95.7486,84926687
6/21/06,95.6626,96.9634,95.6339,96.4668,97265636
6/22/06,96.4284,96.5044,95.7007,96.0356,97204322
6/23/06,95.9306,96.6962,95.6912,96.0262,70135632
6/26/06,96.0931,96.5044,95.8729,96.4572,49130262
6/27/06,96.4668,96.6962,95.4901,95.5859,90512653
6/28/06,95.8252,96.2839,95.3943,96.2757,80839802
6/29/06,96.6296,98.2941,96.6006,98.2382,143477576
6/30/06,98.3901,98.5144,97.9593,98.2,70288186
7/3/06,98.3509,98.7731,98.2665,98.6198,31023893
7/5/06,98.2469,98.3705,97.6065,98.0636,90279092
7/6/06,98.1803,98.6591,98.0636,98.3608,66478277
7/7/06,98.3804,98.4584,97.4137,97.6717,105799338
7/10/06,97.9407,98.3509,97.5101,97.8725,79016048
7/11/06,97.6717,98.3313,97.1178,98.3313,95446415
7/12/06,98.1902,98.3215,96.9735,97.1938,107009379
7/13/06,96.8206,96.9538,95.6626,95.6626,133009174
7/14/06,95.7965,95.8825,94.7819,95.3083,133814318
7/17/06,95.2891,95.7581,95.0032,95.1743,105361252
7/18/06,95.4614,95.7104,94.4229,95.6434,160337353
7/19/06,95.8155,97.3854,95.4517,96.9538,174198315
7/20/06,97.2605,97.4233,96.1986,96.3322,145610319
7/21/06,96.5812,96.6196,95.5382,95.6241,131848896
7/24/06,96.0262,97.4322,96.0262,97.3378,120398954
7/25/06,97.1468,98.2568,96.9735,97.7199,123814720
7/26/06,97.6618,98.3705,97.309,97.8527,109562846
7/27/06,98.2843,98.5331,97.3283,97.7589,113099923
7/28/06,97.9886,98.8589,97.8819,98.7533,106460865
7/31/06,98.5144,98.735,97.6337,98.6591,64278001
8/1/06,98.2941,98.3127,97.6717,98.2,84539411
8/2/06,98.4682,99.0878,98.4484,98.8195,83978581
8/3/06,98.2843,99.1661,98.1313,99.0605,82610671
8/4/06,99.5686,99.8547,98.3901,98.8886,124813111
8/7/06,98.6966,98.8195,98.3215,98.7251,58888268
8/8/06,98.8293,99.0878,97.9495,98.3313,117817883
8/9/06,98.8886,99.2136,97.6717,97.9786,102286361
8/10/06,97.6152,98.4098,97.404,98.3127,89853842
8/11/06,98.1509,98.1803,97.4905,98.008,61552810
8/14/06,98.5046,98.8689,97.9212,98.0921,75231926
8/15/06,98.8985,99.4224,98.6966,99.2335,88350357
8/16/06,99.7779,100.219,99.5486,100.143,93008693
8/17/06,99.9674,100.575,99.9046,100.332,92108939
8/18/06,100.467,100.833,99.9773,100.833,75550125
8/21/06,100.458,100.526,100.152,100.429,54610463
8/22/06,100.267,100.686,100.055,100.419,78868811
8/23/06,100.458,100.628,99.6709,100.113,86354222
8/24/06,100.303,100.399,99.8348,100.026,75152866
8/25/06,100.016,100.497,99.9424,100.162,54122745
8/28/06,100.026,100.898,100.016,100.628,68280901
8/29/06,100.657,100.907,100.162,100.744,80122533
8/30/06,100.943,101.101,100.716,100.813,64878493
8/31/06,100.925,101.051,100.744,100.794,50010839
9/1/06,101.185,101.511,100.916,101.394,63252135
9/5/06,101.463,101.731,101.242,101.597,67851889
9/6/06,101.157,101.204,100.556,100.676,69726843
9/7/06,100.361,100.735,99.8068,100.239,111857476
9/8/06,100.381,100.637,100.181,100.526,58464442
9/11/06,100.199,100.833,99.8946,100.609,88783389
9/12/06,100.725,101.731,100.575,101.605,90597287
9/13/06,101.57,102.219,101.473,102.039,81566396
9/14/06,101.819,102.059,101.661,102.049,74942639
9/15/06,102.113,102.16,101.605,101.819,99432987
9/18/06,101.691,102.16,101.579,101.969,83181608
9/19/06,101.959,101.959,101.128,101.701,119382419
9/20/06,102.068,102.458,101.901,102.248,97484678
9/21/06,102.333,102.458,101.394,101.751,115285554
9/22/06,101.597,101.605,101.061,101.424,85503192
9/25/06,101.642,102.515,101.109,102.238,119629583
9/26/06,102.248,103.031,102.17,103.012,95937383
9/27/06,102.945,103.357,102.803,103.157,106843739
9/28/06,103.157,103.377,102.813,103.12,75956582
9/29/06,103.214,103.328,102.937,103.012,62205653
10/2/06,102.983,103.243,102.123,102.669,67975022
10/3/06,102.544,103.26,102.363,102.871,94762071
10/4/06,102.764,104.163,102.669,104.114,104851360
10/5/06,104.114,104.488,102.669,104.304,78599736
10/6/06,104.134,104.229,103.712,104.172,84249340
10/9/06,104.056,104.402,103.894,104.219,53371000
10/10/06,104.239,104.516,104.047,104.373,73154139
10/11/06,104.047,104.506,103.634,104.239,134897731
10/12/06,104.516,105.224,104.478,105.139,76712213
10/13/06,105.041,105.464,104.936,105.426,69919183
10/16/06,105.339,105.732,105.251,105.578,54855427
10/17/06,105.291,105.464,104.688,105.242,117670125
10/18/06,105.722,105.98,104.995,105.396,113256623
10/19/06,105.224,105.616,105.11,105.55,83060292
10/20/06,105.55,105.664,105.176,105.578,62342397
10/23/06,105.377,106.333,105.224,106.048,85850813
10/24/06,105.913,106.441,105.865,106.401,69156815
10/25/06,106.277,106.803,106.085,106.755,104666017
10/26/06,106.974,107.225,106.478,107.052,86643380
10/27/06,106.938,107.042,106.192,106.421,104000858
10/30/06,106.22,106.622,105.99,106.343,64440017
10/31/06,106.524,106.68,105.884,106.323,92410416
11/1/06,106.64,106.717,105.473,105.597,107585762
11/2/06,105.33,105.702,105.204,105.52,78678793
11/3/06,105.904,105.99,104.64,105.357,92472627
11/6/06,105.674,106.7,105.664,106.534,82062417
11/7/06,106.622,107.205,106.488,106.938,82162476
11/8/06,106.488,107.271,105.597,107.157,113437820
11/9/06,107.233,107.35,106.421,106.622,124322921
11/10/06,106.592,106.745,106.258,106.66,63498910
11/13/06,106.622,107.262,106.524,106.909,77007728
11/14/06,107.195,107.828,106.573,107.731,125362402
11/15/06,107.684,108.384,107.656,108.037,99181023
11/16/06,108.384,108.545,107.617,108.324,99474978
11/17/06,107.98,108.374,107.818,108.364,73046304
11/20/06,108.266,108.602,107.989,108.41,89678860
11/21/06,108.41,108.536,108.256,108.517,66586111
11/22/06,108.612,108.889,108.41,108.736,58984310
11/24/06,108.211,108.669,108.183,108.304,40177398
11/27/06,108.246,108.304,106.783,106.813,109587728
11/28/06,106.66,107.369,106.564,107.242,138257763
11/29/06,107.598,108.43,107.301,108.393,118648430
11/30/06,108.384,108.833,107.847,108.43,108871886
12/1/06,108.43,108.526,107.195,108.193,163515797
12/4/06,108.22,109.176,108.202,108.986,113819523
12/5/06,109.185,109.521,108.966,109.474,95113054
12/6/06,109.446,109.598,109.139,109.368,69118059
12/7/06,109.56,109.807,108.861,108.889,81469967
12/8/06,108.87,109.474,108.621,109.091,103203234
12/11/06,109.091,109.616,109.034,109.416,51564483
12/12/06,109.311,109.446,108.709,109.321,100398069
12/13/06,109.743,109.836,109.185,109.446,72024709
12/14/06,109.436,110.517,109.426,110.411,83962643
12/15/06,110.057,110.27,109.753,109.836,91842455
12/18/06,109.982,110.26,109.34,109.521,63454719
12/19/06,109.176,110.002,108.917,109.733,84347844
12/20/06,109.789,110.076,109.55,109.665,53754515
12/21/06,109.779,109.913,109.014,109.244,63118894
12/22/06,109.262,109.271,108.536,108.612,80454985
12/26/06,108.64,109.234,108.621,109.205,42382855
12/27/06,109.446,110.04,109.416,109.962,51502401
12/28/06,109.894,110.113,109.55,109.723,48334583
12/29/06,109.626,109.982,109.101,109.244,58932208
1/3/07,109.763,110.24,108.469,109.052,122931678
1/4/07,108.946,109.578,108.498,109.291,90259525
1/5/07,109.024,109.072,108.324,108.44,99407192
1/8/07,108.649,109.081,108.22,108.917,92899822
1/9/07,109.005,109.225,108.344,108.843,98154762
1/10/07,108.479,109.195,108.266,109.176,93947208
1/11/07,109.185,110.048,109.139,109.674,71977014
1/12/07,109.645,110.517,109.636,110.517,74710109
1/16/07,110.391,110.69,110.142,110.297,58312017
1/17/07,110.23,110.699,110.142,110.353,66877215
1/18/07,110.46,110.536,109.817,109.982,88477246
1/19/07,109.982,110.401,109.932,110.211,73857274
1/22/07,110.391,110.401,109.502,109.865,78107730
1/23/07,109.773,110.391,109.588,110.192,70107768
1/24/07,110.306,111.09,110.278,111.072,73190949
1/25/07,110.977,111.043,109.55,109.773,97166096
1/26/07,110.012,110.067,109.205,109.674,96674477
1/29/07,109.703,110.192,109.331,109.578,85823985
1/30/07,109.846,110.24,109.588,110.182,91277225
1/31/07,110.048,111.187,109.884,110.9,119118789
2/1/07,111.207,111.607,111.033,111.57,89842693
2/2/07,111.664,111.848,111.377,111.732,64296925
2/5/07,111.634,111.848,111.339,111.772,59298741
